id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
3791,Ridgetown Inn,2.5,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",21198 Victoria Rd Ontario,Canada
3792,Lakeside Village Motel and Campground,5,,[],2416 Talbot Trail Ontario,Canada
3793,Traveller Inn,2,,[],7715 Queens Line Ontario,Canada
3794,Chatham Motel,2,,[],658 Grand Ave E Ontario,Canada
3795,The Duchess of Wellington,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",320 Wellington St W Ontario,Canada
3796,Campers Cove Campground,4,Very good,"['Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']",21097 Campers Cove Rd Ontario,Canada
3797,Erieau Motel & Marina,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Kitchenette', 'Suites']",840 Ross Lane Ontario,Canada
3798,Katharine's Bed and Breakfast,5,,[],8 Carlyle Stree Ontario,Canada
3799,Holiday Harbour Campground,4,,[],20951 Pier Rd Ontario,Canada
3800,Mitchell's Bay Marine Park,,,[], ,Canada
3801,Regent Guest House Ltd,,,[],204 Maidstone Rd Ontario,Canada
3802,Parkside Cabins,3.5,,[],7 Main Steet Ontario,Canada
3803,Raleigh Street Executive Suites,1,,[],46-54 Raleigh St Ontario,Canada
3805,Blue Water Shiloh Park,,,[],5928 Bluewater Line Ontario,Canada
3806,Lakeside Cabin Rentals,,,[],875 Mariners Ontario,Canada
3807,Maison Bleu Bed & Breakfast,,,[],7767 Talbot Trail Ontario,Canada
3808,South Side Landing Marina & RV Park,,,[],1540 Robert Rd ,Canada
3810,Sunshine Inn - Twillingate & Beyond Inc.,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Non-smoking rooms', 'Suites']",98 Main Street Twillingate Newfoundland and Labrador,Canada
3811,Toulinguet Inn B&B and Suites,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",56 Main St Twillingate Newfoundland and Labrador,Canada
3812,Whitsha Inn B&B,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Non-smoking rooms']",12 Long Roa Twillingate Newfoundland and ,Canada
3813,White On Wood,4,Very good,['Air conditioning'],14 Water Street Twillingate Newfoundland and Labrador,Canada
3814,Alphabet Fleet Inn B&B,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",24 Toulinquet Street Twillingate Newfoundland and Labrador,Canada
3815,North 99 Motel,4,,[],148 Main Street ,Canada
3816,Whispering Wind Cove Cottages,5,Excellent,[],252 Bayview Street Twillingate Newfoundland and Labrador,Canada
3817,Iceberg Properties Inc.,,,[], Twillingate Newfoundland and Labrador,Canada
3818,Tranquility Hill B & B,,,[],82A Black Duck Cove Rd ,Canada
3819,Admirals Bed & Breakfast,,,[],20 Youngs Lane ,Canada
3820,Harbour Lights Inn,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",189 Main Street Twillingate Newfoundland and Labrador,Canada
3821,Rum Runner's Roost Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",139 Main Stree Twillingate Newfoundland and Labrador,Canada
3822,Kelsie's Inn - B & B,,,[],14 Toulinguet Street Twillingate Newfoundland and Labrador,Canada
3823,Waterside Cabins,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Kitchenette']",115A Main Street Twillingate Newfoundland and ,Canada
3824,Hi Tides Hostel - Twillingate & Beyond Inc.,5,Excellent,"['Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",94 Main Street Twillingate Newfoundland and Labrador,Canada
3825,Twillingate Century House Bed and Breakfast,,,[],33 Main Street Twillingate Newfoundland and Labrador,Canada
3826,Peyton's Woods RV Park and Campground,4,Very good,['Pets Allowed ( Dog / Pet Friendly )'],Back Harbour Road Twillingate Newfoundland and ,Canada
3827,Oceanside Cabins Inc.,5,,[],130A Main Street ,Canada
3828,Sunset Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)']",14 Church St. Twillingate Newfoundland and Labrador,Canada
3829,Dove's Nest B&B,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",Drongs Hill Twillingate Newfoundland and Labrador,Canada
3830,Beach Rock Bed & Breakfast,5,,[],Little Harbour ,Canada
3831,Cabins by the Sea,3,,[],11 Hugh Lane ,Canada
3833,Cow Bay Pioneer Guesthouse,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",167 3rd Ave E Prince Rupert British Columbia,Canada
3834,Tall Trees Bed and Breakfast,,,[],412 8th Ave E Prince Rupert British Columbia,Canada
3835,Crest Hotel,4,Very good,"['Free parking', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",222 1st Ave W Prince Rupert British Columbia,Canada
3836,First Avenue Executive Suites,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Dry Cleaning', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",931 1st Ave W Prince Rupert British Columbia,Canada
3838,Enchanted Rainforest Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Babysitting', 'Breakfast Available', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",706 Ritchie St Prince Rupert British Columbia,Canada
3839,Eagle Bluff Lighthouse Bed and Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",201 Cow Bay Rd Prince Rupert British Columbia,Canada
3840,Black Rooster Guesthouse,,,[],501 6th Ave W Prince Rupert British Columbia,Canada
3841,Totem Lodge Motel,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1335 Park Avenue Prince Rupert British Columbia,Canada
3842,Prestige Prince Rupert Hotel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",118 6th St Prince Rupert British Columbia,Canada
3843,Pillsbury Guest House,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",1 Pacific Pl Prince Rupert British Columbia,Canada
3844,Pacific Inn,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Restaurant', 'Concierge', 'Dry Cleaning', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",909 3rd Ave W Prince Rupert British Columbia,Canada
3845,Eagle Close Executive Bed &Breakfast,4,,[],198 Eagle Close ,Canada
3846,JavaLodge,4.5,,[],516 3rd Ave W ,Canada
3847,Moby Dick Inn,3,Average,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Non-smoking rooms']",935 2nd Ave W Prince Rupert British Columbia,Canada
3848,Victory Cove Seaside Cottages,,,[], Prince Rupert British ,Canada
3849,Aleeda Motel,,,[],900 3rd Ave W Prince Rupert British Columbia,Canada
3850,Pioneer Inns,,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms']",167 3rd Ave E Prince Rupert British Columbia,Canada
3851,Highliner Plaza Hotel & Conference Centre,,,[],815 1st Ave W Prince Rupert British Columbia,Canada
3852,Huckleberry Cottage,3.5,,[],445 7th Ave E ,Canada
3853,Anchor Inn,2.5,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1600 Park Ave Prince Rupert British Columbia,Canada
3854,Service Park Bed and Breakfast,4,,[],445 4th Ave W ,Canada
3855,Prince Rupert RV Campground,2.5,Average,['Pets Allowed ( Dog / Pet Friendly )'],1750 Park ave Prince Rupert British Columbia,Canada
3856,Basinview Motel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",Exits 24 or 25 Approximately 5 minutes from Digb Nova Scotia,Canada
3857,Dockside Suites,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",34 Water St Digby Nova Scotia,Canada
3858,Digby Pines Golf Resort & Spa,4,Very good,"['Pool', 'Free parking', 'Restaurant', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",103 Shore Rd Digby Nova Scotia,Canada
3860,Harbourview Inn,5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Tennis Court', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",25 Harbourview Road Digby Nova Scotia,Canada
3861,Cliffside B & B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1820 Culloden Rd Digby Nova Scotia,Canada
3862,Admiral Digby Inn and Cottages,4,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Bar/Lounge', 'Breakfast Available', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",441 Shore Rd Digby Nova Scotia,Canada
3863,Hedley House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",375 Rr #1 Nova Scotia,Canada
3864,Come From Away B&B Inn,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",98 Montague Row Digby Nova Scotia,Canada
3865,Harmony Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",111 Montague Row Digby Nova Scotia,Canada
3866,Whale Cove Campground & Inn,4.5,Excellent,"['Free parking', 'Free Internet', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access']",50 Whale Cove Rd Digby Nova Scotia,Canada
3867,Ocean Hillside Bed And Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Non-smoking rooms', 'Suites']",24 Annavista Hts Digby Nova Scotia,Canada
3868,Digby Backpackers Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Non-smoking rooms']",168 Queen Street Digby Nova Scotia,Canada
3869,Hillside Landing B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",152 Queen Street Digby Nova Scotia,Canada
3870,Coastal Inn Digby (Kingfisher),3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Conference Facilities', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",111 Warwick Street Digby Nova Scotia,Canada
3871,Summer's Country Inn,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",16 Warwick Street Digby Nova Scotia,Canada
3872,Seawinds Motel,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",90 Montaque Row Digby Nov,Canada
3873,The Villages of Mountain Gap Resort,,,[],217 Highway 1 Nova Scotia,Canada
3874,Siesta Motel,3.5,Very good,"['Free Internet', 'Free parking', 'Non-smoking hotel', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",81 Montague Row Digby Nova Scotia,Canada
3875,Shoreline Suites,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room']",78 Water Street Digby Nova Scotia,Canada
3876,The Breakers Bed & Breakfast,3,Average,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Refrigerator in room', 'Suites']",5 Water Street Digby Nova Scotia,Canada
3877,Montague Row Bed & Breakfast,5,,[],66 Montague Row ,Canada
3878,Summers Suites,4,,[],2 Birch Street ,Canada
3879,The Olde Village Inn,3.5,,[],387 Church Hill Road ,Canada
3880,Ocean Breeze Bed & Breakfast,3,,[],359 Shore Rd ,Canada
3881,Ridge Valley Campground,,,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Wheelchair Access']",2561 Ridge Rd Digby Nova Scotia,Canada
3882,Clark's Sunny Isle Motel,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",720 Water St E Summerside Prince Edward Island,Canada
3883,Summerside Inn Bed and Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",98 Summer St Summerside Prince Edward Island,Canada
3884,WillowGreen Farm,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",117 Bishop Dr Summerside Prince Edward Island,Canada
3885,Island Home Bed and Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",44 Spring St Summerside Prince Edward Island,Canada
3886,Cairns Motel,5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",721 Water St E Summerside Prince Edward Island,Canada
3887,Driftwood Heights B & B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",248 Macewen Rd Summerside Prince Edward Island,Canada
3889,Comme Chez Vous,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",161 Fitzroy St Summerside Prince Edward Island,Canada
3890,Quality Inn & Suites Garden of the Gulf,,,[],618 Water St E Summerside Prince Edward Island,Canada
3891,Warn House Bed and Breakfast,,,[],330 Central St Summerside Prince Edward Island,Canada
3892,Loyalist Country Inn & Conference Centre,3.5,Very good,"['Pool', 'Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Babysitting', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",195 Heather Moyse Dr Summerside Prince Edward Island,Canada
3893,Traveller's Inn,4,Very good,"['Pool', 'Free parking', 'Breakfast included', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Casino and Gambling', 'Heated pool', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",80 All Weather Hwy E Summerside Prince Edward Island,Canada
3894,Slemon Park Hotel & Conference Centre,3.5,Very good,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Free parking', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Electric vehicle charging station', 'Golf Course', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",12 Redwood Avenue Summerside Prince Edward Island,Canada
3895,Causeway Bay Hotel,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Casino and Gambling', 'Conference Facilities', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",311 Market St Summerside Prince Edward Island,Canada
3896,HUB 223,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",223 Water St. Summerside Prince Edward Island,Canada
3897,Cottages On PEI,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette']",385 Campbells Shore Road Summerside Prince Edward Island,Canada
3898,Green Acres Motel,4,Very good,"['Free High Speed Internet (WiFi)', 'Air conditioning']",115 Bayview Dr Summerside Prince Edward Island,Canada
3899,Summerside Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",500 Read Dr Summerside Prince Edward Island,Canada
3900,Country at Heart Bed & Breakfast,5,,[],207 Taylor Rd ,Canada
3901,Holman's Heritage Suites,5,,[],286 Fitzroy St ,Canada
3902,Baker's Lighthouse Motel,3.5,Very good,"['Free parking', 'Golf Course', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",802 Water St E Summerside Prince Edward Island,Canada
3903,Shine Motel,3,,[],6 Waterstreet East ,Canada
3904,Schurmans Shore Waterfront Cottages,5,Excellent,"['Children Activities (Kid / Family Friendly)', 'Kitchenette']",179 Steel Rd Summerside Prince Edward Island,Canada
3905,Miss Daisy's Victorian Bistro B&B,3.5,,[],103 Summer St ,Canada
3906,Copple Summer Home,5,,[],92 Summer St ,Canada
3907,Crystal Beach Campground,3,Average,"['Pool', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']",178 Crystal Dr Summerside Prince Edward Island,Canada
3908,Greenwood Plaza Inn,1,,[],561 Notre Dame St ,Canada
3909,Mulberry Motel,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",6 Water St Summerside Prince Edward Island,Canada
3910,The Glade Motor Inn,,,[],Hwy-1a ,Canada
3911,Harbour Terrace Suites,,,[],8 Queen St ,Canada
3912,Harbour Vista Farm Bed and Breakfast,,,[],Victoria/Hampton RR1 ,Canada
3913,Bay Vista Motel,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Conference Facilities', 'Heated pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",9517 Cavendish Rd Cavendish Prince Edward Island,Canada
3914,Cavendish Maples Cottages,,,[],73 Avonlea Boulevar Cavendish Prince Edwar,Canada
3915,Cavendish Bosom Buddies Cottages & Suites,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",84 Maccoubrey Lane Cavendish Prince Edward Island,Canada
3916,Anne's Windy Poplars,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Sauna', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",7195 Rte 13 Cavendish Prince Edward Island,Canada
3917,Fairways Cottages,5,Excellent,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Kids pool', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",7420 Rte 13 Cavendish Prince Edward Island,Canada
